OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus
Otu001780,40,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001781,15,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu001782,16,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Rhizomicrobium
Otu001783,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001784,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001785,50,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001786,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001787,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001788,14,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001789,12,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
Otu001790,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001791,8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Desertibacter
Otu001792,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001793,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001794,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001795,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001796,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001797,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001798,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001799,13,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu001800,47,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001801,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001802,16,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu001803,49,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001804,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001805,33,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001806,18,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu001807,20,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu001808,20,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu001809,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001810,14,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001811,13,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu001812,13,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu001813,26,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001814,24,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001815,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001816,59,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001817,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001818,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001819,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001820,10,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16
Otu001821,13,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
Otu001822,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001823,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001824,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001825,23,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001826,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001827,23,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu001828,12,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001829,19,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu001830,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001831,8,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu001832,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001833,17,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001834,35,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001835,22,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001836,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001837,26,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001838,12,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001839,26,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu001840,14,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001841,21,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001842,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001843,12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,unclassified
Otu001844,11,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001845,9,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
Otu001846,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001847,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001848,14,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001849,11,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Hydrotalea
Otu001850,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001851,16,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Gp3
Otu001852,11,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001853,28,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified
Otu001854,10,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,unclassified
Otu001855,9,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001856,13,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu001857,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001858,11,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu001859,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001860,22,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001861,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001862,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001863,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001864,11,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001865,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001866,10,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Otu001867,30,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001868,24,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu001869,12,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified
Otu001870,34,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001871,40,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001872,21,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001873,32,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001874,10,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Gp3
Otu001876,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001877,15,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001878,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Otu001879,13,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu001880,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001881,18,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu001882,13,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
Otu001883,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001884,9,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001885,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001886,14,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu001887,24,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001888,13,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001889,34,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001890,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001891,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001892,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001893,14,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001894,14,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu001895,16,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu001896,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001897,14,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001898,11,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001899,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001900,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001902,14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu001903,15,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu001904,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001905,9,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001906,8,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001907,83,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001908,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001912,14,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified
Otu001913,9,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu001914,29,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001915,9,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified
Otu001917,8,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fervidicella
Otu001918,15,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas
Otu001919,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001920,19,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu001921,19,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Otu001922,29,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,unclassified
Otu001923,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001924,12,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified
Otu001925,13,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu001926,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001927,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001928,28,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001929,8,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,unclassified,unclassified
Otu001930,11,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001931,9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified
Otu001932,19,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
Otu001933,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001934,9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodocista
Otu001935,33,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Adhaeribacter
Otu001936,8,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter
Otu001937,10,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Gp3
Otu001939,17,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu001940,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001941,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001942,8,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001943,10,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001944,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001945,22,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001946,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001947,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001948,8,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium
Otu001949,10,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001950,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001952,8,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16
Otu001953,10,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001954,9,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001955,7,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001956,32,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001957,11,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001958,9,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu001959,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu001960,17,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001961,13,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001962,7,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001963,14,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu001964,7,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu001965,50,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001966,29,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001967,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu001968,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001969,12,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Schlesneria
Otu001970,38,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001971,7,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001972,12,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4
